logP,logA11,R21,VminusI,WI
0.80783100513003,0.539340197055788,0.516018002286056,0.326276792802329,0.676384463060247
0.75593720528203,0.36935557638164,0.505402799524578,0.574093675575549,0.346149835218944
0.894343294815991,0.359658036456728,0.544522163851371,0.351415718444033,0.660765517919718
0.0982574302192073,0.380178613431969,0.484879022751625,0.59102937284996,0.306800284885767
0.6297750262019,0.639514130789183,0.529602314022174,0.425112463614713,0.480522535483328
0.755602006505249,0.359354448416319,0.449887404415698,0.550807091823234,0.359943804978865
0.423849454001963,0.34269659732107,0.382057548131564,0.580973802593279,0.34009423509238
0.829708035273751,0.332767047023813,0.553308196470758,0.302593278645144,0.609538814500733
0.708562363451664,0.237623048798939,0.54712511361179,0.508467848637206,0.42154264931913
0.756953543597935,0.250615629650234,0.534867072173363,0.547631648584281,0.36022229148175
0.756510680829486,0.242270660832182,0.545133838346885,0.530431331039958,0.373785176696723
0.0289252374894319,0.349802532022985,0.524487303933285,0.548690129663932,0.29285818400729
0.0847054388870132,0.500856093591997,0.521013181406526,0.598703360677428,0.300401020564154
0.687546401105253,0.397648500830424,0.517378091907263,0.505953956073035,0.520396469976192
0.87156100825253,0.230401108910852,0.506613791455093,0.476184175707859,0.412820689058562
0.872713818612297,0.66826490549403,0.462489004655035,0.447208256152421,0.752559409466408
0.389270025929688,0.352408946418685,0.450608666526837,0.59102937284996,0.291329470863794
0.829412386534726,0.331732873130064,0.518351047829954,0.47724265678751,0.470194833897614
0.592828455129139,0.661480329839767,0.528823656616799,0.415983064302726,0.451888790266482
0.932989540968102,0.386734140548428,0.545784697731666,0.487298227044192,0.529269523977688
0.752421158098346,0.293774495297224,0.420364435729465,0.570653612066684,0.296401480363146
0.298339118136695,0.531876374013555,0.447146250688987,0.473141042603863,0.572503072239399
0.842219518822522,0.363167810387302,0.555987564894892,0.485975125694628,0.507440922347297
0.158197709662196,0.313283112137771,0.529904411633197,0.470759460174649,0.350282693426652
0.962683074561342,0.362096613561796,0.525511476619954,0.437417306165652,0.556125695771864
0.27548066113015,0.397971834434436,0.521035944412739,0.644218047102408,0.238819951958116
0.95416565655382,0.734898531250933,0.493512055450683,0.326144482667372,0.89626140757744
0.955441755611528,0.678102392100985,0.483309676066162,0.467451706800741,0.814765591392752
0.932939493080818,0.3087515052907,0.552986425118652,0.50145541148452,0.475240179795627
0.983569888944959,0.287569451934732,0.525916658130539,0.516009526329717,0.429129925211561
0.17792878405362,0.406065047316541,0.545806972959174,0.514289494575284,0.383295194508009
0.829849145902286,0.253673723813372,0.530857368629,0.470759460174649,0.474552851405527
0.756527770351973,0.204652893971507,0.51433695427725,0.490473670283144,0.339768346631558
0.413310101348192,0.380427901172467,0.43000960924048,0.572638264091029,0.338550708837028
0.963874214278687,0.29937976716525,0.529685073809048,0.454882243979889,0.495563769261489
0.944826476650707,0.632612069031478,0.542462924753631,0.35657581370733,0.835178059529749
0.947805912828299,0.377392020768384,0.542082619956978,0.432389521037311,0.568213195046021
0.441061044506732,0.34305942205229,0.546198659258934,0.542868483725853,0.370472964885815
0.385949775846499,0.414501339366261,0.42955906431037,0.446943635882509,0.602935129235513
0.879824280647068,0.383184875490646,0.525720733684209,0.310399576607568,0.691570865334592
0.781070766003666,0.602071852625037,0.562579894086984,0.325615242127547,0.714083832732711
0.768475787930744,0.404710008014231,0.444676627107814,0.451045250066155,0.608010101357237
0.0289252374894319,0.571157704607849,0.482294445989077,0.588383170150834,0.286150806959081
0.756100288153763,0.347534260403999,0.521254144086577,0.588250860015877,0.336287265345495
0.312174307270103,0.419731445525816,0.358356380877124,0.634427097115639,0.238428885805128
0.873183536344654,0.674904844894896,0.547750445911032,0.333024609685102,0.789079655435168
0.977915942498151,0.369503668108669,0.468748343584816,0.417438475787245,0.607056136953737
0.997916298936763,0.383505740899208,0.416780888179984,0.474199523683514,0.537710035113
0.795020210801701,0.33999145510735,0.485187786671609,0.505689335803123,0.499267047225386
0.148090477791311,0.24637526986632,0.399359058782212,0.42339243186028,0.412930306086293
0.97339625207241,0.595770549639977,0.430007007754055,0.389521037311458,0.789971404768874
0.982511803366978,0.391806282199152,0.539380000747927,0.467584016935697,0.558241008144841
0.889629516242004,0.420632336865239,0.482671173741897,0.501323101349563,0.567422174872933
0.951695488146341,0.484400634523686,0.508906513959414,0.438608097380259,0.688291242369766
0.0982574302192073,0.412294772633537,0.472368799722942,0.6033342154009,0.333289091505925
0.530227092898888,0.331071396749337,0.525057517238912,0.386742524477375,0.575047964856188
0.0847054388870132,0.224307134343632,0.473302245570563,0.4718179412543,0.378297250567935
0.997906777631377,0.340359216229471,0.489858430360647,0.410955279174385,0.557885493460307
0.752934332045027,0.305320713614541,0.4494274290973,0.302725588780101,0.637763717830365
0.997060602132235,0.400141378235403,0.564325654070595,0.405530563641175,0.635224750458318
0.886038031023343,0.355968084258269,0.471764604500897,0.495236835141572,0.547714810860262
0.948918196606167,0.37169542566869,0.521492505280204,0.354988092087854,0.659044234322099
0.824627320238365,0.606477334684588,0.54322385953274,0.471685631119344,0.745268395811089
0.827397775969544,0.358298060763517,0.484762443641235,0.498279968245568,0.522091089972471
0.150710057452533,0.52633280703179,0.595297813288067,0.615374437681926,0.254794411783179
0.957767639622009,0.67357201935164,0.520643607741373,0.349431066419688,0.875303816924158
0.775418284373072,0.536696759728331,0.518522258155253,0.314368880656258,0.673605523276139
0.947833988472385,0.389550351557419,0.552725951290419,0.437284996030696,0.609295879466301
0.980023813028905,0.426896616918542,0.515414132249814,0.531754432389521,0.582780409244804
0.96958626510195,0.804244950627452,0.504852259960035,0.385419423127812,0.867772830856778
0.09393133966964,0.550064506288098,0.520547840522378,0.635617888330246,0.277704370579027
0.00110593624094467,0.39720916204024,0.516996974146103,0.323630590103202,0.623329821638283
0.968521831987045,0.356451850566562,0.518997192020591,0.423260121725324,0.600082123892127
0.969459558499511,0.41194428887957,0.541571102688799,0.456073035194496,0.625679181178578
0.756905937071007,0.65998608431405,0.441502976263062,0.415586133897857,0.811382276644937
0.75897401342797,0.338100817392287,0.519489848512194,0.567345858692776,0.350051608881705
0.127695353383249,0.360514500278042,0.471017652711318,0.55490870600688,0.349263551330988
0.350554933415558,0.525269014792636,0.562022363027675,0.313442709711564,0.793689495844626
0.829283482707967,0.423747199523737,0.507653735653209,0.450383699391373,0.617137940882648
0.825415391361051,0.375375505085347,0.441568826388178,0.315824292140778,0.566906678580359
0.981622904061618,0.564049301710484,0.530554295460569,0.336993913733792,0.759708217247913
0.902427127224415,0.40762494684124,0.48024723876605,0.447737496692247,0.637242296293048
0.309317915654418,0.537908643694513,0.496792529831732,0.519714210108494,0.381929425594924
0.755627884925015,0.348768358129236,0.403054795433741,0.540486901296639,0.362906427349982
0.981983737122129,0.42740506518134,0.558156229015354,0.442445091293993,0.629835740365256
0.342478913360271,0.458521605225466,0.410906406648099,0.61921143159566,0.315667413642521
0.947230484192558,0.431460310306468,0.533455603195276,0.413204551468642,0.660543321241884
0.754450660961696,0.430986416779977,0.439292363174008,0.60042339243186,0.340932657223407
0.829089882831792,0.729334231427385,0.501214081195643,0.407647525800476,0.853676673615004
0.996168529058414,0.352993908740448,0.539579177052288,0.474596454088383,0.546097219045633
0.755220421881717,0.401069419724781,0.489841845884692,0.470494839904737,0.568704990359627
0.945629928343632,0.598502842003651,0.461477351621783,0.337920084678486,0.779080804932648
0.984759319710054,0.644243193272292,0.551752344996122,0.449325218311723,0.715508854093218
0.205899449644135,0.454982212949486,0.446151832503297,0.566287377613125,0.340974133936602
0.158197709662196,0.223398838417857,0.560713002391741,0.347314104260386,0.409828440463733
0.09393133966964,0.487952367776919,0.489846886264639,0.579518391108759,0.308189754777821
0.609201194215831,0.435118175964071,0.522809507782509,0.320322836729293,0.665958994936286
0.480076424344562,0.243230788862416,0.476652960085069,0.526329716856311,0.398194222412357
0.286090813234224,0.504758310599196,0.397035606219504,0.65678750992326,0.247147883443326
0.751467562743572,0.337913234538051,0.399264754899331,0.54551468642498,0.359232775609797
0.650557838634381,0.596417216848001,0.285197704838602,0.404869012966393,0.463881485624764
0.838740092044168,0.319505432868416,0.54359522171981,0.457793066948928,0.533366830716943
0.751216590899048,0.420997629791909,0.550823939528448,0.565361206668431,0.336870901952605
0.110273805887926,0.266624345342009,0.498596172888284,0.535459116168298,0.3809369471006
0.1308593564037,0.417164522257323,0.457959654197417,0.542471553320984,0.36542169374306
0.990826832601047,0.349706272400416,0.494463874296176,0.455411484519714,0.56513206778006
0.837490847950368,0.684020631152131,0.54618646479132,0.382243979888859,0.701623043039793
0.155758790667265,0.461525399088693,0.442111073714744,0.52672664726118,0.365412805875947
0.0894172643727156,0.388844447658583,0.532564268909148,0.573299814765811,0.341747378375464
0.693029208191155,0.504123984368425,0.581491399648474,0.312119608362001,0.697653129062496
0.959863303350987,0.516983282665394,0.521486164157045,0.354458851548029,0.777863167138119
0.985843527843837,0.241379642274561,0.421879801571623,0.519184969568669,0.435280329254
0.1308593564037,0.649863521132566,0.505187038744262,0.365705213019317,0.770429947608986
0.127695353383249,0.436320187148452,0.432898559914671,0.576872188409632,0.325242609145971
0.99457114697795,0.365492850501648,0.433896067365491,0.417835406192114,0.610738676561035
0.764173378576623,0.615649395798095,0.581612368767204,0.31503043133104,0.770978032747643
0.422863144418428,0.320596375257525,0.431874062042199,0.525006615506748,0.37221202421766
0.113994439069383,0.482137299295602,0.548170260782755,0.548954749933845,0.345367702912969
0.816765163350201,0.362301473784185,0.345227004079456,0.485710505424715,0.550114534980867
0.0691612975049053,0.60250378682887,0.494016581224097,0.777851283408309,0.1632967824736
0.347769341250177,0.427792571867064,0.421709079025028,0.605186557290288,0.315122291126235
0.971493699947535,0.394691602680756,0.477614209318849,0.439534268324954,0.643748215020021
0.830687753184327,0.708349880526999,0.540466446515878,0.363852871129929,0.741763613546057
0.363477053776089,0.456648244878556,0.587184427502264,0.464673193966658,0.533129820927253
0.756442322739538,0.498498966936794,0.472220027218052,0.35115109817412,0.696542145673327
0.93112995678548,0.397863233834616,0.433443408727662,0.422863191320455,0.648328429205768
0.659299373522519,0.491780538920604,0.57705879196726,0.307621063773485,0.714261590074978
0.427333275228957,0.509995821345102,0.424785336721769,0.454353003440063,0.616663921303269
0.427902112191739,0.334600916243515,0.464298663648942,0.594734056628738,0.340793413971964
0.839608972194615,0.709981604539308,0.538932057304242,0.37933315691982,0.729406515636128
0.888725724638477,0.364394503526187,0.51289199116145,0.466260915586134,0.573545915314032
0.477735159763842,0.318009706425429,0.560416270346469,0.324689071182853,0.572473446015688
0.110273805887926,0.369259316759072,0.438491755726928,0.581106112728235,0.324253093274018
0.830041280962247,0.190137436527269,0.519746582703692,0.510584810796507,0.37146840600251
0.323402123544064,0.406119347616451,0.466243925122717,0.519714210108494,0.366903004928619
0.0847054388870132,0.390591930037519,0.483495194566796,0.592087853929611,0.317282042834779
0.755213830208758,0.191001304934935,0.442763884214343,0.533209843874041,0.346022442456986
0.608479528094809,0.636905495017577,0.521936871680056,0.411749139984123,0.465339095831353
0.829407992086086,0.587911815325667,0.564253788008123,0.332627679280233,0.745573545915314
0.153263720384163,0.286298331277738,0.405196143946748,0.480021169621593,0.37629451784506
0.288937439408488,0.385396378614271,0.590661964479955,0.440195818999735,0.524523402939158
0.165189765719736,0.388479154731913,0.468239427803061,0.525535856046573,0.37918603727927
0.196253634880399,0.312364943430194,0.547919054749908,0.516141836464673,0.374490280821049
0.00110593624094467,0.494483212938873,0.532156160726335,0.310002646202699,0.596923968444517
0.406120295101874,0.270778318285157,0.339752501085308,0.573564435035724,0.315854058851901
0.648992926646643,0.502082786730883,0.585532971401534,0.31106112728235,0.683645850491854
0.989188191530579,0.665850023065287,0.565686068877605,0.345197142101085,0.878177560624142
0.222901083158349,0.338058858069629,0.539748111076967,0.520905001323101,0.406219966415713
0.755610551266492,0.453385290493029,0.487379376391186,0.626488489018259,0.312636650956868
0.762903382919803,0.29541831346724,0.485996848949569,0.532415983064303,0.401115368070278
0.422064819582249,0.333144680927735,0.448844533545354,0.538634559407251,0.364719552241105
0.467168952146163,0.31806894311624,0.477328858776684,0.509790949986769,0.408258250607041
0.75637396464959,0.513414272044009,0.478883409508108,0.309076475258005,0.622992082687975
0.360027411594069,0.442120446457066,0.42870382564838,0.567875099232601,0.339949066596196
0.106418897886929,0.515934299598943,0.443734076057707,0.591426303254829,0.308580820930809
0.392756288517037,0.362967886555813,0.480945900463878,0.589309341095528,0.3185826340557
0.251421054828803,0.555548836579051,0.271131792928184,0.534400635088648,0.403340297470987
0.814729557085963,0.659182439875376,0.532613534558308,0.392034929875628,0.706037350372757
0.82278702280255,0.688390818016741,0.5438509803539,0.378803916379995,0.716424304405893
0.348572548807066,0.331715595761911,0.516761377031801,0.529769780365176,0.368532447232733
0.211875899793876,0.250215781987258,0.493542622916169,0.377083884625562,0.416295845099882
0.760997901162503,0.700221619269498,0.56694421274956,0.344800211696216,0.709044412079441
0.0204390688944568,0.619059207812925,0.53746221747451,0.767398782746758,0.182639743934623
0.806880095271647,0.393494527887277,0.420175827963703,0.511246361471289,0.538948411264127
0.436273536850015,0.237151623467899,0.293202153380388,0.458983858163535,0.452371697712974
0.841475148050195,0.55803924578858,0.540628551638693,0.480550410161418,0.559414206603804
0.165189765719736,0.22487235110179,0.568279913435539,0.557290288436094,0.305049375064437
0.425023748332856,0.263808134333018,0.408309798010838,0.561127282349828,0.331668537068924
0.755627884925015,0.662420218667308,0.481441321034806,0.874966922466261,0.339472084394446
0.155758790667265,0.612541937725948,0.481183123507194,0.610346652553586,0.205075683151093
0.00110593624094467,0.483902059042691,0.494040319787719,0.302328658375231,0.647626287703813
0.411999090837404,0.522571277165268,0.414478572694473,0.480682720296375,0.515777741699621
0.755627884925015,0.666948370040747,0.395290984386204,0.835935432654141,0.0648755046827209
0.992803357944687,0.730473550447323,0.48341324774443,0.32191055834877,0.897659765336607
0.818491693393459,0.661698518317589,0.527669409608915,0.367822175178619,0.718637383317118
0.826713218525921,0.67602244379487,0.542263423263467,0.38184704948399,0.695072684977253
0.817751961205807,0.67669823570921,0.544669960798851,0.401428949457528,0.682179352418151
0.307565018919322,0.501969249740161,0.541580370484185,0.465863985181265,0.566521537672114
0.812370714710685,0.665961091860558,0.539583079281925,0.39124106906589,0.697913839831154
0.758623189944916,0.256465252867858,0.512215929876933,0.515877216194761,0.396271480493502
0.830088155081069,0.681153575316861,0.492983628520746,0.393490341360148,0.709684338511602
0.162909535147899,0.394881653730443,0.498958917651573,0.516009526329717,0.377681025114742
0.755524371245951,0.539841240732235,0.510745927454299,0.676104789626885,0.219192578749465
0.458167656516223,0.290760828652195,0.431032155998133,0.524345064831966,0.389575953934777
0.659704151069426,0.574998216728787,0.58933211713843,0.302328658375231,0.654001851046457
0.905488593109944,0.239965366281439,0.483887693831063,0.293596189468113,0.607192417582808
0.992115870868638,0.526456216804314,0.471997437535872,0.462820852077269,0.640755966425193
0.113994439069383,0.357189841006254,0.462998083029691,0.552527123577666,0.356379770266411
0.0573670856285173,0.329474474292881,0.517603608261671,0.604921937020376,0.270250412693296
0.755619096027736,0.379978689600481,0.310872749917484,0.548822439798889,0.509902861537696
0.113994439069383,0.239081752310169,0.503117068515023,0.4154538237629,0.530066469395518
0.755239708628524,0.540320070649627,0.435834987716106,0.681397195025139,0.229449177398272
0.220249765812508,0.228710395027277,0.536119525293765,0.526329716856311,0.412094846577638
0.31385396319454,0.401012651229421,0.445652672295633,0.635088647790421,0.24856401693672
0.318734242544757,0.517111628828819,0.361795220744253,0.494310664196877,0.465771638697536
0.197923525363415,0.573996129375895,0.455889846561079,0.666710770044985,0.220439842767706
0.00110593624094467,0.52752741362982,0.478604237496199,0.324292140777984,0.572648240735583
0.813813802816695,0.611445071667757,0.543005009487296,0.415850754167769,0.65032227406153
0.162909535147899,0.565875766343835,0.488777187565545,0.680603334215401,0.210411366041474
0.833833446002114,0.584579751467527,0.546034115242597,0.367557554908706,0.673866234044797
0.0289252374894319,0.582706391120618,0.539695268383973,0.743979888859487,0.172972707137668
0.0745982070161278,0.634972404340766,0.502343451489595,0.675840169356973,0.225662946007985
0.993629514288916,0.208890785559971,0.496187196459377,0.439269648055041,0.485953022289586
0.999677740433102,0.227170241066181,0.457369929743607,0.516538766869542,0.411496396858672
0.883355952537025,0.679064741507125,0.502769444891575,0.438872717650172,0.812662129509259
0.756297061798399,0.435826548058357,0.502350117798557,0.637073299814766,0.223378764159854
0.39222651331994,0.502808436193322,0.543463358876678,0.468377877745435,0.572396417834039
0.830258562033868,0.335412952546721,0.546257843075087,0.5093940195819,0.424727468368081
0.676596899911794,0.645850728969185,0.522438795967046,0.402487430537179,0.521077873121549
0.0691612975049053,0.63798533052716,0.549901875183933,0.734321249007674,0.169562728788513
0.1308593564037,0.440733320613899,0.488378347178119,0.560730351944959,0.337247154993737
0.394326083225486,0.258674287796032,0.492492597958158,0.533871394548822,0.391809771202599
0.740371091656724,0.618302212268264,0.55410148723727,0.355385022492723,0.722879858552557
0.464520076160678,0.274860713560241,0.467153469813815,0.530563641174914,0.405263039389842
0.75067705026053,0.33046175247307,0.460309771995974,0.530166710770045,0.38767395037252
0.382519664547322,0.530580571402056,0.333022780891432,0.484519714210108,0.463514120450745
0.755410359717359,0.544437020661017,0.504988512811508,0.689997353797301,0.197852809810309
0.358860441344242,0.36248165205207,0.569258397516881,0.31648584281556,0.652665708357083
0.128903826759116,0.648669901812717,0.453163976567111,0.381053188674252,0.815355153244605
0.0847054388870132,0.383609405108128,0.397113650812233,0.560862662079915,0.347684473607182
0.756527770351973,0.307045982234423,0.469502449462061,0.554644085736967,0.37462359882775
0.427333275228957,0.306695498480455,0.45459804595851,0.546573167504631,0.351648462339737
0.87706359035731,0.815572980466948,0.536871517463291,0.522889653347446,0.71336391549653
0.42365414517354,0.357268823260669,0.32755965940039,0.532548293199259,0.37085810579406
0.691416933812524,0.619055752339294,0.467123064941231,0.405530563641175,0.508151951716366
0.191082833647903,0.201673782062784,0.507966564395732,0.501190791214607,0.302359313951463
0.333553299901345,0.585601584384024,0.454447322338801,0.539428420216989,0.342630239842057
0.612206264677153,0.456855573296396,0.51080055866921,0.317676634030167,0.682099361614132
0.391696738122843,0.330701167431766,0.473431344334369,0.580444562053453,0.320552777932492
0.468853490791311,0.212175953704552,0.500134301736655,0.411219899444297,0.354874758101883
0.398154136262575,0.318668714610705,0.465289017012095,0.584810796507012,0.309925851487296
0.110273805887926,0.44630650594107,0.480194233480155,0.590500132310135,0.315077851790668
0.0894172643727156,0.484622772114229,0.512216255062736,0.568404339772427,0.328643699628013
0.756382509410834,0.333305113632016,0.471105290285237,0.509790949986769,0.380344422626377
0.0289252374894319,0.211405876724004,0.530928096541161,0.405795183911088,0.393214054206509
0.353650578346061,0.300102948432239,0.574782653938894,0.436094204816089,0.484033242993102
0.94658498851462,0.674079480336257,0.466901613409362,0.417703096057158,0.554214804342493
0.756163519386965,0.498745786481842,0.572412374620549,0.421672400105848,0.498547129989204
0.762734440783218,0.212368472949689,0.5258161757174,0.555967187086531,0.350016057413251
0.0745982070161278,0.568260043148993,0.483286262688343,0.322175178618682,0.730070143047258
0.191082833647903,0.433155960580944,0.537988042918022,0.570388991796772,0.363303418747711
0.755564409555777,0.665272218510331,0.539335938071616,0.421672400105848,0.789849937251658
0.205899449644135,0.383871033825878,0.679272819507246,0.540619211431596,0.374801356170017
0.921770757727455,0.261406580159707,0.517945703726467,0.586663138396401,0.448979495098045
0.476184895938236,0.239180480128188,0.422242383742011,0.523286583752315,0.415860339611328
0.173849270899937,0.324592383691843,0.447858895376346,0.510584810796507,0.399234102864619
0.75574824399053,0.223598762249346,0.557720805225085,0.461100820322837,0.368316175799641
0.817742195764386,0.630942581628777,0.556058780585757,0.314765811061127,0.769040477716932
0.0983428778316424,0.421064271069072,0.44201758279637,0.606509658639852,0.306388480376182
0.661098900240401,0.480278748121395,0.586038960511062,0.312251918496957,0.677788746064156
0.755317588023858,0.19732975806995,0.487652532465738,0.516406456734586,0.421441920158512
0.916394149817008,0.211405876724004,0.495826402810906,0.485842815559672,0.428015979200021
0.202781832470435,0.633382146012026,0.490342306835568,0.735776660492194,0.193432577232603
0.19455933079383,0.338888171740989,0.406974910289367,0.50145541148452,0.431825911569277
0.369558482421107,0.398463005329081,0.451335944575332,0.582693834347711,0.271393984928547
0.745426660680451,0.24007643507671,0.491113810153276,0.528446679015613,0.398081642762254
0.102417508264615,0.336770460044482,0.507588861085503,0.548690129663932,0.357153014705272
0.636071538694219,0.679629711445738,0.526262818417873,0.400238158242921,0.486187069456904
0.261889608032271,0.209359742695561,0.541146084844228,0.349431066419688,0.420061338133572
0.756476501784512,0.354845055328303,0.523880669817717,0.602275734321249,0.297405809346955
0.991796296798131,0.388059561505333,0.528421726964244,0.396136544059275,0.619199926052945
0.907644314303662,0.237867400148536,0.487209466809098,0.488753638528711,0.472354585606158
0.179911168662113,0.260510625211185,0.511323132254692,0.544191585075417,0.377689912981856
0.160580477368956,0.493964891894273,0.319506432988149,0.614845197142101,0.292840408273064
0.411779368405428,0.34998764668177,0.472305063305546,0.564435035723736,0.331315985006761
0.819580295975881,0.648869332005115,0.578889262852562,0.332495369145276,0.773768823021235
0.643932963174276,0.62192749774592,0.548490568798747,0.323895210373115,0.636863080629545
0.755662308106024,0.340218529088794,0.4922722845766,0.541677692511246,0.372330529112505
0.967531616226941,0.312108251103345,0.493633187162315,0.590235512040222,0.470864386553487
0.761096043848785,0.60896009248822,0.4899176141768,0.383170150833554,0.559763796043595
